Started: 2025-10-21T06:14:07.1515352+02:00 PID=43640
2025-10-21T07:06:08.8573942+02:00, CPU=24.569,69s, WS=55320 KB
2025-10-21T07:07:08.8922966+02:00, CPU=24.629,22s, WS=55320 KB
2025-10-21T07:08:08.9287724+02:00, CPU=24.688,64s, WS=55320 KB
2025-10-21T07:09:08.9548083+02:00, CPU=24.747,91s, WS=55320 KB
2025-10-21T07:10:08.9832741+02:00, CPU=24.807,33s, WS=55320 KB
2025-10-21T07:11:09.0115370+02:00, CPU=24.866,80s, WS=55320 KB
2025-10-21T07:12:09.0359820+02:00, CPU=24.926,08s, WS=55320 KB
2025-10-21T07:13:09.0644583+02:00, CPU=24.985,42s, WS=55320 KB
2025-10-21T07:14:09.0972199+02:00, CPU=25.044,64s, WS=55320 KB
2025-10-21T07:15:09.1252462+02:00, CPU=25.104,05s, WS=55320 KB
2025-10-21T07:16:09.1558437+02:00, CPU=25.163,39s, WS=55320 KB
2025-10-21T07:17:09.1858990+02:00, CPU=25.222,94s, WS=55320 KB
2025-10-21T07:18:09.2154581+02:00, CPU=25.282,34s, WS=55320 KB
2025-10-21T07:19:09.2461316+02:00, CPU=25.341,86s, WS=55320 KB
2025-10-21T07:20:09.2798507+02:00, CPU=25.401,42s, WS=55320 KB
2025-10-21T07:21:09.3096601+02:00, CPU=25.460,86s, WS=55320 KB
2025-10-21T07:22:09.3537833+02:00, CPU=25.520,27s, WS=55320 KB
2025-10-21T07:23:09.4011632+02:00, CPU=25.579,56s, WS=55320 KB
2025-10-21T07:24:09.4434865+02:00, CPU=25.638,98s, WS=55320 KB
2025-10-21T07:25:09.4707199+02:00, CPU=25.698,27s, WS=55320 KB
2025-10-21T07:26:09.5029593+02:00, CPU=25.757,64s, WS=55320 KB
2025-10-21T07:27:09.5316332+02:00, CPU=25.817,08s, WS=55320 KB
2025-10-21T07:28:09.5695092+02:00, CPU=25.876,34s, WS=55320 KB
2025-10-21T07:29:09.6011020+02:00, CPU=25.935,52s, WS=55320 KB
2025-10-21T07:30:09.6882160+02:00, CPU=25.995,09s, WS=55320 KB
2025-10-21T07:31:09.7216555+02:00, CPU=26.054,52s, WS=55320 KB
2025-10-21T07:32:09.7447110+02:00, CPU=26.113,67s, WS=55320 KB
2025-10-21T07:33:09.7896365+02:00, CPU=26.173,08s, WS=55320 KB
2025-10-21T07:34:09.8178111+02:00, CPU=26.232,38s, WS=55320 KB
2025-10-21T07:35:09.8499770+02:00, CPU=26.291,84s, WS=55320 KB
2025-10-21T07:36:09.8747175+02:00, CPU=26.351,23s, WS=55320 KB
2025-10-21T07:37:09.8992787+02:00, CPU=26.410,52s, WS=55320 KB
2025-10-21T07:38:09.9230154+02:00, CPU=26.469,97s, WS=55320 KB
2025-10-21T07:39:09.9546203+02:00, CPU=26.529,38s, WS=55320 KB
2025-10-21T07:40:09.9965358+02:00, CPU=26.588,58s, WS=55320 KB
2025-10-21T07:41:10.0299560+02:00, CPU=26.647,94s, WS=55320 KB
2025-10-21T07:42:10.0589332+02:00, CPU=26.707,34s, WS=55320 KB
2025-10-21T07:43:10.0858096+02:00, CPU=26.766,75s, WS=55320 KB
2025-10-21T07:44:10.1108092+02:00, CPU=26.826,14s, WS=55320 KB
2025-10-21T07:45:10.1460390+02:00, CPU=26.885,55s, WS=55320 KB
2025-10-21T07:46:10.1891769+02:00, CPU=26.944,89s, WS=55320 KB
2025-10-21T07:47:10.2280691+02:00, CPU=27.004,42s, WS=55320 KB
2025-10-21T07:48:10.2588701+02:00, CPU=27.063,63s, WS=55320 KB
2025-10-21T07:49:10.2943454+02:00, CPU=27.122,97s, WS=55320 KB
2025-10-21T07:50:10.3320732+02:00, CPU=27.182,22s, WS=55320 KB
2025-10-21T07:51:10.3712024+02:00, CPU=27.241,67s, WS=55320 KB
2025-10-21T07:52:10.3949630+02:00, CPU=27.300,86s, WS=55320 KB
2025-10-21T07:53:10.4299759+02:00, CPU=27.360,28s, WS=55320 KB
2025-10-21T07:54:10.4566958+02:00, CPU=27.419,73s, WS=55320 KB
2025-10-21T07:55:10.4801365+02:00, CPU=27.479,00s, WS=55320 KB
2025-10-21T07:56:10.5089496+02:00, CPU=27.538,50s, WS=55320 KB
2025-10-21T07:57:10.5310242+02:00, CPU=27.597,92s, WS=55320 KB
2025-10-21T07:58:10.5599535+02:00, CPU=27.657,11s, WS=55320 KB
2025-10-21T07:59:10.5835035+02:00, CPU=27.716,33s, WS=55320 KB
2025-10-21T08:00:10.6091199+02:00, CPU=27.775,69s, WS=55320 KB
2025-10-21T08:01:10.6337714+02:00, CPU=27.835,05s, WS=55320 KB
2025-10-21T08:02:10.6697168+02:00, CPU=27.894,44s, WS=55320 KB
2025-10-21T08:03:10.6994284+02:00, CPU=27.954,00s, WS=55320 KB
2025-10-21T08:04:10.7264666+02:00, CPU=28.013,50s, WS=55320 KB
2025-10-21T08:05:10.7619769+02:00, CPU=28.072,86s, WS=55320 KB
2025-10-21T08:06:10.7851516+02:00, CPU=28.132,27s, WS=55320 KB
2025-10-21T08:07:10.8150619+02:00, CPU=28.191,42s, WS=55320 KB
2025-10-21T08:08:10.8476833+02:00, CPU=28.250,91s, WS=55320 KB
2025-10-21T08:09:10.8799591+02:00, CPU=28.310,20s, WS=55320 KB
2025-10-21T08:10:10.9152273+02:00, CPU=28.369,66s, WS=55320 KB
2025-10-21T08:11:10.9519774+02:00, CPU=28.429,25s, WS=55320 KB
2025-10-21T08:12:10.9891494+02:00, CPU=28.488,83s, WS=55320 KB
2025-10-21T08:13:11.0282319+02:00, CPU=28.548,17s, WS=55320 KB
2025-10-21T08:14:11.0599359+02:00, CPU=28.607,61s, WS=55320 KB
2025-10-21T08:15:11.0971055+02:00, CPU=28.666,98s, WS=55320 KB
2025-10-21T08:16:11.1314330+02:00, CPU=28.726,42s, WS=55320 KB
2025-10-21T08:17:11.1646920+02:00, CPU=28.785,63s, WS=55320 KB
2025-10-21T08:18:11.1923245+02:00, CPU=28.844,88s, WS=55320 KB
2025-10-21T08:19:11.2187924+02:00, CPU=28.904,11s, WS=55320 KB
2025-10-21T08:20:11.2498899+02:00, CPU=28.963,55s, WS=55320 KB
2025-10-21T08:21:11.2777285+02:00, CPU=29.022,66s, WS=55320 KB
2025-10-21T08:22:11.3013360+02:00, CPU=29.082,20s, WS=55320 KB
2025-10-21T08:23:11.3371841+02:00, CPU=29.141,47s, WS=55320 KB
2025-10-21T08:24:11.3632941+02:00, CPU=29.200,91s, WS=55320 KB
2025-10-21T08:25:11.3857329+02:00, CPU=29.260,30s, WS=55320 KB
2025-10-21T08:26:11.4173832+02:00, CPU=29.319,73s, WS=55320 KB
2025-10-21T08:27:11.4489646+02:00, CPU=29.379,13s, WS=55320 KB
2025-10-21T08:28:11.4739459+02:00, CPU=29.438,42s, WS=55320 KB
2025-10-21T08:29:11.5062384+02:00, CPU=29.497,81s, WS=55320 KB
2025-10-21T08:30:11.5332668+02:00, CPU=29.557,25s, WS=55320 KB
2025-10-21T08:31:11.5642196+02:00, CPU=29.616,70s, WS=55320 KB
2025-10-21T08:32:11.5917703+02:00, CPU=29.676,30s, WS=55320 KB
2025-10-21T08:33:11.6278913+02:00, CPU=29.735,73s, WS=55320 KB
2025-10-21T08:34:11.6601580+02:00, CPU=29.795,03s, WS=55320 KB
2025-10-21T08:35:11.6921479+02:00, CPU=29.854,45s, WS=55320 KB
2025-10-21T08:36:11.7242020+02:00, CPU=29.914,02s, WS=55320 KB
2025-10-21T08:37:11.7688796+02:00, CPU=29.973,44s, WS=55320 KB
2025-10-21T08:38:11.8003336+02:00, CPU=30.032,80s, WS=55320 KB
2025-10-21T08:39:11.8304592+02:00, CPU=30.092,19s, WS=55320 KB
2025-10-21T08:40:11.8687458+02:00, CPU=30.151,69s, WS=55320 KB
2025-10-21T08:41:11.9018472+02:00, CPU=30.211,08s, WS=55320 KB
2025-10-21T08:42:11.9326542+02:00, CPU=30.270,38s, WS=55320 KB
2025-10-21T08:43:11.9636203+02:00, CPU=30.329,66s, WS=55320 KB
2025-10-21T08:44:11.9971186+02:00, CPU=30.389,02s, WS=55320 KB
2025-10-21T08:45:12.0233277+02:00, CPU=30.448,23s, WS=55320 KB
2025-10-21T08:46:12.0566433+02:00, CPU=30.507,53s, WS=55320 KB
2025-10-21T08:47:12.0917947+02:00, CPU=30.567,09s, WS=55320 KB
2025-10-21T08:48:12.1214578+02:00, CPU=30.626,64s, WS=55320 KB
2025-10-21T08:49:12.1598122+02:00, CPU=30.685,88s, WS=55320 KB
2025-10-21T08:50:12.1857299+02:00, CPU=30.745,22s, WS=55320 KB
2025-10-21T08:51:12.2239903+02:00, CPU=30.804,59s, WS=55320 KB
2025-10-21T08:52:12.2557350+02:00, CPU=30.864,14s, WS=55320 KB
2025-10-21T08:53:12.2843211+02:00, CPU=30.923,69s, WS=55320 KB
2025-10-21T08:54:12.3084669+02:00, CPU=30.982,94s, WS=55320 KB
2025-10-21T08:55:12.3409151+02:00, CPU=31.042,20s, WS=55436 KB
2025-10-21T08:56:12.3635025+02:00, CPU=31.101,70s, WS=55508 KB
2025-10-21T08:57:12.3916332+02:00, CPU=31.161,11s, WS=55508 KB
2025-10-21T08:58:12.4175153+02:00, CPU=31.220,50s, WS=55508 KB
2025-10-21T08:59:12.4418545+02:00, CPU=31.279,88s, WS=55504 KB
2025-10-21T09:00:12.4631891+02:00, CPU=31.339,25s, WS=55504 KB
2025-10-21T09:01:12.4926457+02:00, CPU=31.398,56s, WS=55504 KB
2025-10-21T09:02:12.5237687+02:00, CPU=31.457,97s, WS=55504 KB
2025-10-21T09:03:12.5477435+02:00, CPU=31.517,58s, WS=55504 KB
2025-10-21T09:04:12.5859310+02:00, CPU=31.577,14s, WS=55504 KB
2025-10-21T09:05:12.6192355+02:00, CPU=31.636,58s, WS=55504 KB
2025-10-21T09:06:12.6532943+02:00, CPU=31.696,00s, WS=55504 KB
2025-10-21T09:07:12.6818055+02:00, CPU=31.755,42s, WS=55504 KB
2025-10-21T09:08:12.7142841+02:00, CPU=31.814,70s, WS=55504 KB
2025-10-21T09:09:12.7487389+02:00, CPU=31.874,25s, WS=55504 KB
2025-10-21T09:10:12.7812472+02:00, CPU=31.933,59s, WS=55504 KB
2025-10-21T09:11:12.8072122+02:00, CPU=31.993,08s, WS=55504 KB
2025-10-21T09:12:12.8370653+02:00, CPU=32.052,31s, WS=55504 KB
2025-10-21T09:13:12.8666870+02:00, CPU=32.111,59s, WS=55504 KB
2025-10-21T09:14:12.8967979+02:00, CPU=32.170,95s, WS=55504 KB
2025-10-21T09:15:12.9240172+02:00, CPU=32.230,17s, WS=55504 KB
2025-10-21T09:16:12.9616911+02:00, CPU=32.289,39s, WS=55504 KB
2025-10-21T09:17:12.9888442+02:00, CPU=32.348,61s, WS=55504 KB
2025-10-21T09:18:13.0235715+02:00, CPU=32.407,94s, WS=55504 KB
2025-10-21T09:19:13.0580834+02:00, CPU=32.467,38s, WS=55504 KB
2025-10-21T09:20:13.0835388+02:00, CPU=32.526,63s, WS=55504 KB
2025-10-21T09:21:13.1065727+02:00, CPU=32.586,08s, WS=55504 KB
2025-10-21T09:22:13.1347154+02:00, CPU=32.645,47s, WS=55504 KB
2025-10-21T09:23:13.1662232+02:00, CPU=32.704,92s, WS=55504 KB
2025-10-21T09:24:13.1962261+02:00, CPU=32.764,33s, WS=55504 KB
2025-10-21T09:25:13.2204797+02:00, CPU=32.823,61s, WS=55504 KB
2025-10-21T09:26:13.2569553+02:00, CPU=32.882,98s, WS=55504 KB
2025-10-21T09:27:13.2938619+02:00, CPU=32.942,38s, WS=55504 KB
2025-10-21T09:28:13.3238630+02:00, CPU=33.001,80s, WS=55504 KB
2025-10-21T09:29:13.3569353+02:00, CPU=33.061,19s, WS=55504 KB
2025-10-21T09:30:13.3890831+02:00, CPU=33.120,66s, WS=55504 KB
2025-10-21T09:31:13.4231775+02:00, CPU=33.180,11s, WS=55504 KB
2025-10-21T09:32:13.4549210+02:00, CPU=33.239,44s, WS=55504 KB
2025-10-21T09:33:13.4865311+02:00, CPU=33.298,86s, WS=55504 KB
2025-10-21T09:34:13.5185930+02:00, CPU=33.358,17s, WS=55504 KB
2025-10-21T09:35:13.5433076+02:00, CPU=33.417,64s, WS=55504 KB
2025-10-21T09:36:13.5718020+02:00, CPU=33.477,02s, WS=55504 KB
2025-10-21T09:37:13.6049089+02:00, CPU=33.536,59s, WS=55504 KB
2025-10-21T09:38:13.6456499+02:00, CPU=33.595,95s, WS=55504 KB
2025-10-21T09:39:13.6721553+02:00, CPU=33.655,28s, WS=55504 KB
2025-10-21T09:40:13.7078361+02:00, CPU=33.714,77s, WS=55504 KB
2025-10-21T09:41:13.7430099+02:00, CPU=33.774,17s, WS=55504 KB
2025-10-21T09:42:13.7667953+02:00, CPU=33.833,56s, WS=55504 KB
2025-10-21T09:43:13.8009618+02:00, CPU=33.892,98s, WS=55504 KB
2025-10-21T09:44:13.8259612+02:00, CPU=33.952,47s, WS=55504 KB
2025-10-21T09:45:13.8641755+02:00, CPU=34.011,91s, WS=55504 KB
2025-10-21T09:46:13.8949089+02:00, CPU=34.071,22s, WS=55504 KB
2025-10-21T09:47:13.9194169+02:00, CPU=34.130,66s, WS=55504 KB
2025-10-21T09:48:13.9561670+02:00, CPU=34.190,19s, WS=55504 KB
2025-10-21T09:49:13.9835741+02:00, CPU=34.249,70s, WS=55504 KB
2025-10-21T09:50:14.0193935+02:00, CPU=34.309,08s, WS=55504 KB
2025-10-21T09:51:14.0435291+02:00, CPU=34.368,50s, WS=55504 KB
2025-10-21T09:52:14.0712722+02:00, CPU=34.427,91s, WS=55504 KB
2025-10-21T09:53:14.0930076+02:00, CPU=34.487,41s, WS=55504 KB
2025-10-21T09:54:14.1252536+02:00, CPU=34.546,67s, WS=55504 KB
2025-10-21T09:55:14.1592582+02:00, CPU=34.606,11s, WS=55504 KB
2025-10-21T09:56:14.1937364+02:00, CPU=34.665,55s, WS=55504 KB
2025-10-21T09:57:14.2301510+02:00, CPU=34.724,83s, WS=55504 KB
2025-10-21T09:58:14.2647848+02:00, CPU=34.784,25s, WS=55504 KB
2025-10-21T09:59:14.2966861+02:00, CPU=34.843,61s, WS=55504 KB
2025-10-21T10:00:14.3293298+02:00, CPU=34.902,95s, WS=55504 KB
2025-10-21T10:01:14.3568323+02:00, CPU=34.962,38s, WS=55504 KB
2025-10-21T10:02:14.3971938+02:00, CPU=35.021,70s, WS=55504 KB
2025-10-21T10:03:14.4342411+02:00, CPU=35.081,33s, WS=55504 KB
2025-10-21T10:04:14.4660766+02:00, CPU=35.140,70s, WS=55504 KB
2025-10-21T10:05:14.4930277+02:00, CPU=35.199,84s, WS=55504 KB
2025-10-21T10:06:14.5281507+02:00, CPU=35.259,14s, WS=55504 KB
2025-10-21T10:07:14.5530446+02:00, CPU=35.318,53s, WS=55504 KB
2025-10-21T10:08:14.5916553+02:00, CPU=35.377,94s, WS=55504 KB
2025-10-21T10:09:14.6261326+02:00, CPU=35.437,22s, WS=55504 KB
2025-10-21T10:10:14.6618366+02:00, CPU=35.496,64s, WS=55504 KB
2025-10-21T10:11:14.6919914+02:00, CPU=35.556,13s, WS=55504 KB
2025-10-21T10:12:14.7241295+02:00, CPU=35.615,31s, WS=55504 KB
2025-10-21T10:13:14.7641529+02:00, CPU=35.674,52s, WS=55504 KB
2025-10-21T10:14:14.7998722+02:00, CPU=35.733,92s, WS=55504 KB
2025-10-21T10:15:14.8346074+02:00, CPU=35.793,30s, WS=55504 KB
2025-10-21T10:16:14.8674962+02:00, CPU=35.852,70s, WS=55504 KB
2025-10-21T10:17:14.8947933+02:00, CPU=35.912,28s, WS=55504 KB
2025-10-21T10:18:14.9303384+02:00, CPU=35.971,34s, WS=55504 KB
2025-10-21T10:19:14.9611853+02:00, CPU=36.030,67s, WS=55504 KB
2025-10-21T10:20:15.0016080+02:00, CPU=36.090,09s, WS=55504 KB
2025-10-21T10:21:15.0327270+02:00, CPU=36.149,47s, WS=55504 KB
2025-10-21T10:22:15.0677318+02:00, CPU=36.208,70s, WS=55504 KB
2025-10-21T10:23:15.0975500+02:00, CPU=36.268,11s, WS=55504 KB
2025-10-21T10:24:15.1293351+02:00, CPU=36.327,38s, WS=55504 KB
2025-10-21T10:25:15.1618867+02:00, CPU=36.386,75s, WS=55504 KB
2025-10-21T10:26:15.2018208+02:00, CPU=36.446,06s, WS=55504 KB
2025-10-21T10:27:15.2367005+02:00, CPU=36.505,55s, WS=55504 KB
2025-10-21T10:28:15.2623960+02:00, CPU=36.564,88s, WS=55504 KB
2025-10-21T10:29:15.2990728+02:00, CPU=36.624,13s, WS=55504 KB
2025-10-21T10:30:15.3271914+02:00, CPU=36.683,59s, WS=55504 KB
2025-10-21T10:31:15.3588789+02:00, CPU=36.743,00s, WS=55504 KB
2025-10-21T10:32:15.3920146+02:00, CPU=36.802,66s, WS=55504 KB
2025-10-21T10:33:15.4309131+02:00, CPU=36.861,89s, WS=55504 KB
2025-10-21T10:34:15.4572942+02:00, CPU=36.921,20s, WS=55504 KB
2025-10-21T10:35:15.4926548+02:00, CPU=36.980,56s, WS=55504 KB
2025-10-21T10:36:15.5142476+02:00, CPU=37.039,92s, WS=55504 KB
2025-10-21T10:37:15.5492089+02:00, CPU=37.099,20s, WS=55504 KB
2025-10-21T10:38:15.5796975+02:00, CPU=37.158,64s, WS=55504 KB
2025-10-21T10:39:15.6120816+02:00, CPU=37.218,06s, WS=55504 KB
2025-10-21T10:40:15.6376202+02:00, CPU=37.277,42s, WS=55504 KB
2025-10-21T10:41:15.6703743+02:00, CPU=37.337,02s, WS=55504 KB
2025-10-21T10:42:15.7060529+02:00, CPU=37.396,28s, WS=55504 KB
2025-10-21T10:43:15.7382521+02:00, CPU=37.455,66s, WS=55504 KB
2025-10-21T10:44:15.7725186+02:00, CPU=37.515,11s, WS=55504 KB
2025-10-21T10:45:15.8029742+02:00, CPU=37.574,53s, WS=55504 KB
2025-10-21T10:46:15.8307921+02:00, CPU=37.633,92s, WS=55504 KB
2025-10-21T10:47:15.8657005+02:00, CPU=37.693,38s, WS=55504 KB
2025-10-21T10:48:15.9020924+02:00, CPU=37.752,83s, WS=55504 KB
2025-10-21T10:49:15.9274455+02:00, CPU=37.812,25s, WS=55504 KB
2025-10-21T10:50:15.9491429+02:00, CPU=37.871,77s, WS=55504 KB
2025-10-21T10:51:15.9758369+02:00, CPU=37.931,42s, WS=55504 KB
2025-10-21T10:52:16.0140511+02:00, CPU=37.990,77s, WS=55504 KB
2025-10-21T10:53:16.0479408+02:00, CPU=38.050,06s, WS=55504 KB
2025-10-21T10:54:16.0750906+02:00, CPU=38.109,25s, WS=55504 KB
2025-10-21T10:55:16.1029409+02:00, CPU=38.168,55s, WS=55504 KB
2025-10-21T10:56:16.1405950+02:00, CPU=38.227,92s, WS=55504 KB
2025-10-21T10:57:16.1665637+02:00, CPU=38.287,22s, WS=55504 KB
2025-10-21T10:58:16.2040186+02:00, CPU=38.346,70s, WS=55504 KB
2025-10-21T10:59:16.2422153+02:00, CPU=38.406,19s, WS=55504 KB
2025-10-21T11:00:16.2771274+02:00, CPU=38.465,48s, WS=55504 KB
2025-10-21T11:01:16.3077855+02:00, CPU=38.524,92s, WS=55504 KB
2025-10-21T11:02:16.3424491+02:00, CPU=38.584,25s, WS=55504 KB
2025-10-21T11:03:16.3748128+02:00, CPU=38.643,66s, WS=55504 KB
2025-10-21T11:04:16.3988877+02:00, CPU=38.702,95s, WS=55504 KB
2025-10-21T11:05:16.4296269+02:00, CPU=38.762,39s, WS=55504 KB
2025-10-21T11:06:16.4606036+02:00, CPU=38.821,58s, WS=55504 KB
2025-10-21T11:07:16.4857395+02:00, CPU=38.880,94s, WS=55504 KB
2025-10-21T11:08:16.5117356+02:00, CPU=38.940,28s, WS=55504 KB
2025-10-21T11:09:16.5362358+02:00, CPU=38.999,59s, WS=55504 KB
2025-10-21T11:10:16.5606705+02:00, CPU=39.059,05s, WS=55504 KB
2025-10-21T11:11:16.5917147+02:00, CPU=39.118,44s, WS=55504 KB
2025-10-21T11:12:16.6165056+02:00, CPU=39.178,03s, WS=55504 KB
2025-10-21T11:13:16.6424783+02:00, CPU=39.237,45s, WS=55504 KB
2025-10-21T11:14:16.6774830+02:00, CPU=39.296,83s, WS=55504 KB
2025-10-21T11:15:16.7100275+02:00, CPU=39.356,16s, WS=55504 KB
2025-10-21T11:16:16.7380050+02:00, CPU=39.415,52s, WS=55504 KB
2025-10-21T11:17:16.7683153+02:00, CPU=39.474,91s, WS=55504 KB
2025-10-21T11:18:16.8052426+02:00, CPU=39.534,16s, WS=55504 KB
2025-10-21T11:19:16.8287005+02:00, CPU=39.593,52s, WS=55504 KB
2025-10-21T11:20:16.8631201+02:00, CPU=39.653,03s, WS=55504 KB
2025-10-21T11:21:16.8872443+02:00, CPU=39.712,36s, WS=55504 KB
2025-10-21T11:22:16.9161517+02:00, CPU=39.771,86s, WS=55504 KB
2025-10-21T11:23:16.9523629+02:00, CPU=39.831,31s, WS=55504 KB
2025-10-21T11:24:16.9928574+02:00, CPU=39.890,80s, WS=55504 KB
2025-10-21T11:25:17.0225504+02:00, CPU=39.950,17s, WS=55504 KB
2025-10-21T11:26:17.0543449+02:00, CPU=40.009,52s, WS=55504 KB
2025-10-21T11:27:17.0915357+02:00, CPU=40.068,88s, WS=55504 KB
2025-10-21T11:28:17.1262317+02:00, CPU=40.128,33s, WS=55504 KB
2025-10-21T11:29:17.1501818+02:00, CPU=40.187,66s, WS=55504 KB
2025-10-21T11:30:17.1886092+02:00, CPU=40.247,00s, WS=55504 KB
2025-10-21T11:31:17.2221650+02:00, CPU=40.306,38s, WS=55504 KB
2025-10-21T11:32:17.2598946+02:00, CPU=40.365,88s, WS=55504 KB
2025-10-21T11:33:17.2942717+02:00, CPU=40.425,38s, WS=55504 KB
2025-10-21T11:34:17.3275115+02:00, CPU=40.484,78s, WS=55504 KB
2025-10-21T11:35:17.3601741+02:00, CPU=40.544,25s, WS=55504 KB
2025-10-21T11:36:17.3933473+02:00, CPU=40.603,61s, WS=55504 KB
2025-10-21T11:37:17.4248695+02:00, CPU=40.663,02s, WS=55504 KB
2025-10-21T11:38:17.4524022+02:00, CPU=40.722,45s, WS=55504 KB
2025-10-21T11:39:17.4869190+02:00, CPU=40.781,83s, WS=55504 KB
2025-10-21T11:40:17.5122378+02:00, CPU=40.841,28s, WS=55504 KB
2025-10-21T11:41:17.5471221+02:00, CPU=40.900,63s, WS=55504 KB
2025-10-21T11:42:17.5813468+02:00, CPU=40.960,14s, WS=55504 KB
2025-10-21T11:43:17.6092754+02:00, CPU=41.019,58s, WS=55504 KB
2025-10-21T11:44:17.6492845+02:00, CPU=41.079,03s, WS=55504 KB
2025-10-21T11:45:17.6829419+02:00, CPU=41.138,42s, WS=55504 KB
2025-10-21T11:46:17.7138130+02:00, CPU=41.197,80s, WS=55504 KB
2025-10-21T11:47:17.7509651+02:00, CPU=41.257,27s, WS=55504 KB
2025-10-21T11:48:17.7996386+02:00, CPU=41.316,44s, WS=55504 KB
2025-10-21T11:49:17.8323123+02:00, CPU=41.375,84s, WS=55504 KB
2025-10-21T11:50:17.8607637+02:00, CPU=41.435,20s, WS=55504 KB
2025-10-21T11:51:17.8873961+02:00, CPU=41.494,39s, WS=55504 KB
2025-10-21T11:52:17.9190640+02:00, CPU=41.553,67s, WS=55504 KB
